00000000:Fri Feb 24 11:21:26 2006--> (ERROR) Could not create DirectSound performance object.
00000001:Fri Feb 24 11:21:26 2006--> (ERROR) Sound Driver initialization failed!
00000002:Fri Feb 24 11:21:26 2006--> (ERROR) Auto driver's init failed.
00001730:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001731:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001732:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001733:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001734:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001735:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001736:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001737:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001738:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001739:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001740:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001741:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001742:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001743:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001744:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001745:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001746:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001747:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001748:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001749:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001750:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001751:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001752:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001753:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001754:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001755:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001756:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001757:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001758:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001759:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001760:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001761:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001762:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001763:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001764:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001765:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001766:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001767:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001768:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001769:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001770:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001771:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001772:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001773:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001774:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001775:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001776:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001777:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001778:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001779:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001780:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001781:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001782:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001783:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001784:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001785:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001786:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001787:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001788:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001789:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001790:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001791:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001792:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001793:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001794:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001795:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001796:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001797:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001798:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001799:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001800:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001801:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001802:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001803:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001804:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001805:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001806:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001807:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001808:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001809:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001810:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001811:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001812:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001813:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001814:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001815:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001816:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001817:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001818:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001819:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001820:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001821:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001822:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001823:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001824:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001825:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001826:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001827:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001828:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001829:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001830:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001831:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001832:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001833:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001834:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001835:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001836:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001837:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001838:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001839:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001840:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001841:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001842:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001843:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001844:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001845:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001846:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001847:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001848:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001849:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001850:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001851:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001852:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001853:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001854:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001855:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001856:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001857:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001858:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001859:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001860:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001861:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001862:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001863:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001864:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001865:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001866:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001867:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001868:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001869:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001870:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001871:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001872:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001873:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001874:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001875:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001876:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001877:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001878:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001879:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001880:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001881:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001882:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001883:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001884:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001885:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001886:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001887:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001888:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001889:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001890:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001891:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001892:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001893:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001894:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001895:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001896:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001897:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001898:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001899:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001900:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001901:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001902:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001903:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001904:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001905:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001906:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001907:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001908:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001909:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001910:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001911:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001912:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001913:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001914:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001915:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001916:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001917:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001918:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001919:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001920:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001921:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001922:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001923:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001924:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001925:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001926:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001927:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001928:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001929:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001930:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001931:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001932:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001933:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001934:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001935:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001936:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001937:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001938:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001939:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001940:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001941:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001942:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001943:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001944:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001945:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001946:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001947:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001948:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001949:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001950:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001951:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001952:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001953:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001954:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001955:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001956:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001957:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001958:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001959:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001960:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001961:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001962:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001963:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001964:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001965:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001966:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001967:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001968:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001969:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001970:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001971:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001972:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001973:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001974:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001975:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001976:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001977:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001978:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001979:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001980:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001981:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001982:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001983:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001984:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001985:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001986:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001987:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001988:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001989:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001990:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001991:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001992:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001993:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001994:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001995:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001996:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001997:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001998:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00001999:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00002000:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00002001:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00002002:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00002003:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00002004:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00002005:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00002006:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00002007:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00002008:Fri Feb 24 11:22:04 2006--> (ERROR) Could not flip swap chain!
00002009:Fri Feb 24 11:22:05 2006--> (ERROR) Could not flip swap chain!
00002010:Fri Feb 24 11:22:05 2006--> (ERROR) Could not flip swap chain!
00002011:Fri Feb 24 11:22:05 2006--> (ERROR) Could not flip swap chain!
00002012:Fri Feb 24 11:22:05 2006--> (ERROR) Could not flip swap chain!
00002013:Fri Feb 24 11:22:05 2006--> (ERROR) Could not flip swap chain!
00002014:Fri Feb 24 11:22:05 2006--> (ERROR) Could not flip swap chain!
00002015:Fri Feb 24 11:22:05 2006--> (ERROR) Could not flip swap chain!
00002016:Fri Feb 24 11:22:05 2006--> (ERROR) Could not flip swap chain!
00002017:Fri Feb 24 11:22:05 2006--> (ERROR) Could not flip swap chain!
